timestamp,total_throughput
27360000,8642005.033333333
27420000,8512996.983333334
27480000,8511800.566666668
27540000,8428058.016666666
27600000,8641499.249999998
27660000,8610830.133333333
27720000,8661815.599999998
27780000,8558889.783333331
27840000,8531630.499999998
27900000,8654132.066666666
27960000,8596769.933333334
28020000,8535814.516666664
28080000,8531673.4
28140000,8485201.883333333
28200000,8643998.233333332
28260000,8643124.65
28320000,8602037.549999997
28380000,8541034.35
28440000,8555962.45
28500000,8523361.533333333
28560000,8553032.833333332
28620000,8591326.749999998
28680000,8598592.133333333
28740000,8677090.583333332
28800000,9137504.400000002
28860000,8842410.283333333
28920000,8752547.016666668
28980000,8620998.533333333
29040000,8752168.383333333
29100000,8663449.716666665
29160000,8626357.8
29220000,8455240.050000003
29280000,8488575.516666666
29340000,8514467.933333334
29400000,8697050.48333333
29460000,8568596.533333335
29520000,8513305.600000001
29580000,8523457.799999999
29640000,8543214.783333331
29700000,8586029.216666665
29760000,8561427.700000001
29820000,8519318.450000001
29880000,8533798.733333334
29940000,8494722.916666666
30000000,8646224.316666665
30060000,8575560.016666666
30120000,8526460.1
30180000,8412391.05
30240000,8502672.45
30300000,8499944.166666666
30360000,8488235.383333333
30420000,8443686.8
30480000,8508604.399999999
30540000,8415648.233333334
30600000,8679486.016666668
30660000,8542420.266666668
30720000,8509958.066666666
30780000,8361761.600000001
30840000,8343417.716666667
30900000,8352969.516666665
30960000,8334319.749999999
31020000,8238901.616666666
31080000,8232490.916666667
31140000,8174818.483333332
31200000,8469787.366666665
31260000,8316183.383333333
31320000,7990920.9333333345
31380000,8117576.683333333
31440000,8104486.766666666
31500000,8221924.349999999
31560000,8223848.166666664
31620000,8142594.233333332
31680000,8072652.1
31740000,8091771.233333332
31800000,8267088.4
31860000,8178377.133333334
31920000,8181448.366666668
31980000,8064709.249999997
32040000,8040522.883333335
32100000,7757236.883333332
32160000,8069165.600000001
32220000,8025603.233333332
32280000,8030442.283333333
32340000,8167637.3166666655
32400000,8871400.416666666
32460000,8500009.700000001
32520000,8357402.316666666
32580000,8149208.433333333
32640000,8068983.416666666
32700000,8072508.166666666
32760000,8025843.599999999
32820000,7922258.3166666655
32880000,7865705.033333335
32940000,7830909.799999998
33000000,7981437.866666666
33060000,7936630.583333332
33120000,7901712.016666666
33180000,7805421.350000001
33240000,7795103.9
33300000,7862493.016666666
33360000,7805454.933333333
33420000,7725354.833333333
33480000,7792839.199999998
33540000,7759340.649999999
33600000,7912607.866666667
33660000,7822226.050000001
33720000,7706295.633333332
33780000,7656404.183333333
33840000,7665338.0
33900000,7757238.199999998
33960000,7771160.616666666
34020000,7700721.75
34080000,7708530.283333332
34140000,7663354.733333332
34200000,7988642.599999999
34260000,7769156.8500000015
34320000,7700615.949999999
34380000,7602227.233333333
34440000,7636247.166666666
34500000,7680233.233333334
34560000,7617734.6
34620000,7533638.0
34680000,7655172.083333333
34740000,7519971.800000001
34800000,7681008.233333332
34860000,7632488.866666665
34920000,7572158.466666667
34980000,7490571.766666666
35040000,7550519.166666666
35100000,7601149.783333333
35160000,7456375.183333332
35220000,7464042.933333331
35280000,7773394.700000001
35340000,7889120.8
35400000,7986897.6833333345
35460000,7888486.0
35520000,7889071.633333332
35580000,7776931.750000001
35640000,7818905.800000001
35700000,7858107.083333331
35760000,7986171.649999999
35820000,7836800.8500000015
35880000,7807002.133333334
35940000,8021412.716666664
36000000,8495441.533333331
36060000,7977450.833333333
36120000,8052140.4833333315
36180000,7908502.85
36240000,7910658.900000001
36300000,8042873.183333332
36360000,7996159.900000001
36420000,7895880.266666666
36480000,7824954.516666667
36540000,7788411.599999999
36600000,8044851.083333334
36660000,7957042.05
36720000,7947492.283333332
36780000,7845632.266666666
36840000,7826104.533333335
36900000,7853208.133333334
36960000,7864722.149999999
37020000,7775101.483333333
37080000,7689112.616666666
37140000,7557680.4
37200000,7674363.4
37260000,7713686.666666666
37320000,7684683.583333333
37380000,7590719.316666666
37440000,7647042.000000001
37500000,7676935.383333332
37560000,7625039.616666666
37620000,7583316.449999999
37680000,7633167.866666665
37740000,7581815.533333334
37800000,7857897.033333333
37860000,7755104.849999998
37920000,7603283.583333333
37980000,7578258.833333333
38040000,7686424.549999998
38100000,7666069.566666666
38160000,7661487.950000001
38220000,7600664.850000001
38280000,7604431.833333329
38340000,7588302.716666665
38400000,7750543.066666666
38460000,7716941.233333332
38520000,7657612.866666667
38580000,7635991.399999999
38640000,7726555.666666666
38700000,7749320.333333335
38760000,7723041.466666668
38820000,7656425.8
38880000,7664165.216666666
38940000,7635383.799999998
39000000,7815939.249999999
39060000,7744242.766666666
39120000,7691463.133333332
39180000,7675028.816666666
39240000,7551714.766666668
39300000,7766706.949999999
39360000,7775575.95
39420000,7750492.433333333
39480000,7808017.566666667
39540000,7941141.600000001
39600000,8756696.166666666
39660000,8541333.583333332
39720000,8332118.466666669
39780000,8249530.783333332
39840000,8204180.616666668
39900000,8252589.699999999
39960000,8242419.6499999985
40020000,8130402.583333332
40080000,8107420.933333332
40140000,8078255.433333333
40200000,8250057.1499999985
40260000,8174461.350000001
40320000,8125371.6
40380000,8093999.716666667
40440000,8079627.15
40500000,8164769.700000001
40560000,8189922.866666667
40620000,8083118.083333334
40680000,8063501.749999999
40740000,8068527.083333334
40800000,8242508.5
40860000,8168126.533333332
40920000,8157051.233333332
40980000,8095362.550000001
41040000,8158323.833333335
41100000,8147058.316666667
41160000,8183355.116666667
41220000,8111038.7
41280000,8087536.416666663
41340000,8050626.316666667
41400000,8333328.583333332
41460000,8167947.033333333
41520000,8192948.3666666625
41580000,8139417.949999997
41640000,8093850.333333332
41700000,8098620.733333332
41760000,8076972.933333332
41820000,8050092.366666666
41880000,8058823.616666666
41940000,8050200.65
42000000,8230558.516666665
42060000,8199424.366666666
42120000,8138941.016666667
42180000,8041671.8
42240000,8088735.283333333
42300000,8245740.45
42360000,8164856.049999999
42420000,8052809.500000002
42480000,8108282.716666666
42540000,8101839.8999999985
42600000,8220301.183333333
42660000,8173285.800000001
42720000,8166610.133333333
42780000,8109219.199999999
42840000,8100781.750000001
42900000,8144102.583333332
42960000,8164658.416666664
43020000,8164916.466666666
43080000,8117673.433333334
43140000,8133077.783333334
43200000,8734653.866666667
